Designator,Mid X,Mid Y,Rotation,Layer
R83,95.2,-55.5975,270.0,top
R84,54.85,-59.5875,270.0,top
R85,51.2,-59.6125,270.0,top
R86,69.45,-59.6375,270.0,top
R87,65.8,-59.5875,270.0,top
R88,84.1,-59.7875,270.0,top
R89,80.5,-59.7875,270.0,top
R9,77.58,-129.99,90.0,top
R90,98.8,-59.8475,270.0,top
R91,95.0,-59.8475,270.0,top
R92,54.85,-64.1625,90.0,top
R93,51.2,-64.2125,90.0,top
R94,69.45,-64.2125,90.0,top
R95,65.8,-64.1625,90.0,top
R96,84.1,-64.3625,90.0,top
R97,80.5,-64.3625,90.0,top
R98,98.8,-64.4475,90.0,top
R99,95.0,-64.4475,90.0,top
U1,131.75,-107.811752,270.0,top
U10,115.2075,-69.745,270.0,top
U11,106.95,-122.465,180.0,top
U12,66.7525,-79.2202,90.0,top
U13,76.1525,-79.2202,90.0,top
U14,85.6325,-79.255,90.0,top
U15,95.3825,-79.25,90.0,top
U16,66.7175,-71.0862,90.0,top
U17,76.0825,-71.0162,90.0,top
U18,85.5175,-71.0862,90.0,top
U19,95.5175,-71.0762,90.0,top
U2,61.75,-114.25,0.0,top
U3,49.664967,-84.539967,270.0,top
U4,46.54,-97.5,0.0,top
U5,132.2,-91.862752,270.0,top
U6,129.9,-134.77225,0.0,top
U7,124.6425,-69.745,270.0,top
U8,134.0775,-69.675,270.0,top
U9,105.8075,-69.745,270.0,top
Y1,55.25,-131.1,270.0,top
