Designator,Mid X,Mid Y,Rotation,Layer
D7,78.1,-45.0375,90.0,top
D8,49.4,-41.3375,90.0,top
R1,109.6475,-49.7,0.0,top
R10,116.9125,-77.8,180.0,top
R11,99.2125,-78.05,180.0,top
R12,116.51,-80.8,180.0,top
R13,99.81,-81.0,180.0,top
R14,112.2125,-66.4,0.0,top
R15,116.51,-81.9,180.0,top
R16,108.26,-56.3,90.0,top
R17,107.26,-56.31,270.0,top
R18,100.59,-46.3,0.0,top
R19,88.7,-36.6125,270.0,top
R2,110.2,-74.6875,270.0,top
R20,86.8,-36.6125,90.0,top
R21,93.41,-33.4,180.0,top
R22,91.6,-35.01,90.0,top
R23,93.1,-29.29,270.0,top
R24,84.51,-37.6,180.0,top
R25,122.1,-34.3,180.0,top
R26,120.39,-74.9,180.0,top
R27,121.09,-81.1,0.0,top
R28,68.85,-82.36,270.0,top
R29,68.9,-64.3,270.0,top
R3,108.3,-74.6875,270.0,top
R30,69.85,-82.36,270.0,top
R31,69.85,-64.3,270.0,top
R32,45.14,-72.12,180.0,top
R33,46.51,-82.92,180.0,top
R34,45.16,-54.0,180.0,top
R35,45.09,-64.75,0.0,top
R36,65.79,-81.9,0.0,top
R37,65.84,-63.85,0.0,top
R38,70.2,-72.49,270.0,top
R39,70.55,-54.5,270.0,top
R4,106.4,-74.6875,270.0,top
R40,50.54,-66.67,180.0,top
R41,50.7,-77.42,0.0,top
R42,45.16,-50.15,180.0,top
R43,45.16,-53.05,0.0,top
R44,66.39,-72.05,0.0,top
R45,66.45,-54.05,0.0,top
R46,64.49,-76.45,0.0,top
R47,63.86,-59.9,0.0,top
R48,65.9,-70.64,270.0,top
R49,65.95,-52.44,270.0,top
R5,92.5,-74.7375,270.0,top
R50,29.54,-72.03,180.0,top
R51,30.94,-82.9,180.0,top
R52,29.51,-54.1,180.0,top
R53,29.51,-65.0,0.0,top
R54,62.79,-67.55,0.0,top
R55,62.69,-49.5,0.0,top
R56,84.49,-81.9,0.0,top
R57,88.0,-66.39,270.0,top
R58,84.5,-82.9,0.0,top
R59,81.55,-62.85,90.0,top
R6,90.6,-74.7375,270.0,top
R60,35.04,-66.53,180.0,top
R61,35.14,-77.43,0.0,top
R62,29.56,-50.3,180.0,top
R63,29.51,-53.15,0.0,top
R64,80.1,-78.19,270.0,top
R65,81.5,-58.69,270.0,top
R66,86.0,-72.59,270.0,top
R67,78.5,-54.39,90.0,top
R68,43.8,-38.19,270.0,top
R69,42.7,-38.19,90.0,top
R7,91.05,-70.1,180.0,top
R70,81.54,-72.1,0.0,top
R71,87.0,-66.39,270.0,top
R72,79.64,-76.45,0.0,top
R73,85.49,-67.95,0.0,top
R74,78.1,-41.5875,270.0,top
R75,39.3,-38.19,270.0,top
R76,38.2,-38.19,90.0,top
R77,80.4,-67.6,0.0,top
R78,84.71,-65.7,180.0,top
R79,77.94,-67.6,0.0,top
R8,115.6,-75.0875,270.0,top
R80,86.09,-56.85,0.0,top
R81,51.4,-41.3125,90.0,top
R9,98.9,-75.4,270.0,top
SW1,117.2,-50.2,270.0,top
SW2,122.4,-50.2,90.0,top
SW3,91.4,-43.5,270.0,top
U1,98.86,-61.5505,180.0,top
U10,46.955,-77.475,180.0,top
U11,47.005,-59.405,180.0,top
U12,52.5,-72.05,180.0,top
U13,52.555,-53.995,180.0,top
U14,62.645,-72.045,0.0,top
U15,62.695,-53.995,0.0,top
U16,31.405,-77.435,180.0,top
U17,31.345,-59.505,180.0,top
U18,83.355,-77.455,0.0,top
U19,78.255,-61.695,0.0,top
U2,111.94975,-80.049,270.0,top
U20,36.955,-72.025,180.0,top
U21,36.905,-54.095,180.0,top
U22,41.695,-42.305,90.0,top
U23,71.013858,-43.1,0.0,top
U24,77.795,-72.045,0.0,top
U25,85.25,-61.3,0.0,top
U26,58.8,-43.1,0.0,top
U3,94.25025,-80.3,270.0,top
U4,85.0,-50.465,90.0,top
U5,106.25,-36.025,0.0,top
U6,94.2,-37.2,180.0,top
U7,87.28,-30.08,180.0,top
U8,68.205,-77.455,0.0,top
U9,68.255,-59.405,0.0,top
X1,109.06,-53.0,180.0,top
